0	avoir trové	Sire fait elle enuellopee quil ne la pouoit cengnoistre pour pour ce|que ie le uouldroie auoir trouue	0|1
936|937	si tost com li cheval pueent aler|et s entrefierent des glaives	et puys uiennent lun contre laultre tant come cheuaulx peuent courre	758
938	si durement qu il les font voler en pieces;		
939	puis s entrehurtent	et sentrefierent	759
940	si des cors	si durement	760
941	et des visages qu il n i a celui		
942|943	qui tos ne soit estordis|et desconreez	que les lances uollent en pieces	761
944	Mais li chevaliers par est		
945	si estonés qu il ne se puet tenir en sele ains vole jus del cheval	mes le cheualier ne se peult tenir en la selle|ains uolle ius du cheual	762|763
946	et al parchaoir feri li quins del hialme en la terre	et au choir ferit le coing du feaulme a terre	764
947	si qu a bien pou qu il n a le col brisié	si que a pou quil na le col brisie	765
948	Et quant Lancelos a fet son tour	Et quant lancelot le uoit	766
949	si descent	si descent a pie	767
950	kar honte li seroit de requerre a cheval celui		
951|952	qui est a pié;|si trait l espee	et tire son espee	768
953	et cort sus a celui	et court sus a celuy	769
954	qui ja se relevoit	qui ia se releuoit	770
955	si li done par mi le hialme tel cop qu il le fet a terre flatir des paumes	si luy denne tel coup sur le chief|qui le fist flattir a terre des palmes	771|772
956	et des genols ;	et des genoulz	773
957|958	puis recuevre I|autre cop	puis recouure ung autre coup	774
959	et le fiert	et le fiert	775
960	si qu il le fet tot parchaoir	si quil le fait parchoir	776
961	et le prent par le hialme	apres le prent par le heaulme	777
962|963	si le traine jusqu al feu|et le gete dedens	et le traine iusques au feu	778
964	Et cil estoit		
965	si estordis	si le iette dedens	779
966	et tant avoit perdue la force del cors	et celuy estoit	780
967	que relever ne se pot	si estourdi quil ne se pouoit remuer	781
968	si le covint remanoir el feu	si luy conuient demourer au feu	782
969	et morir en tel maniere	et mourir en telle maniere	783
970	Et lors vienent avant cil	Lors uiennent ceulx	784
971	qui le champ gardoient	qui gardoient le champ	785
972	si dient a Lancelot qu il en a assés fet	et dient a lancelot quil en a asses fait	786
973	et li rendent la damoisele saine	si luy rendent la damoiselle saine	787
974	et haitiee	et haictiee	788
975	et il la fet vestir	et il a fait uestir	789
976	puis li demande qu ele velt qu il face mes	puis luy demande|que elle ueult plus	790|791
977	Sire fet ele	Sire fait elle ie uueil	792
978	que vos me menés a salveté a mon chastel	que uous me mettes a sauuete en mon chastel	793
979	Et il dist	et il dist	794
980	que volentiers:		
981|982	si le fet monter|et le conduit jusqu al chastel ou ele l ot gardé maint jor	que si fera il uoulentiers sy la cenduit au chastel ou elle uoulloit aller	795
983|984	et seoit sor une petite riviere|si estoit molt aaisiés de totes choses	et ou elle lauoit garde maint iour	796
985	et fors a merveille	et auoit nen gallasfort	797
986	Et quant Lancelos vint la il ne fet pas a demander se l en li fist joie	Et quant lancelot uint la il ne feist mie a demander se on luy fist grant chere	798
987|988	kar cil del chastel savoient ja bien|que lor dame estoit delivree par I	Car ceulx du chastel sauoient ia bien comment leur dame estoit del iuree par ung cheualier	799
989	chevalier		
990|991	qui o li venoit|Et quant il le virent	qui auec elle uenoit sy le recheurent eomment sil eust este dieu	800
992	si le reçurent a	et se agenoullerent deuant luy	801
993	si grant joie com se ce fust Damedieu meismes		
994	et s agenoillent tuit devant lui	et crioient tous a une uois	802
995	et crioient a une vois tuit ensamble Sire sor tos cels del monde soiés vos bien venus	Sire sur tous ceulx du mende uous soyes le bien uenu quy nostre grant deul aues tourne en ioye	803
996	qui nostre grant duel avés torné en grant joie A tel feste ont laiens Lancelot receu	A telle feste ont leans lancelot receu	804
997	et quant il ont la damoisele descendue devant son mestre palés	Et quant il eust cenuoiee la damoyselle iusques deuant son maistre pallais	805
998|999	si s en volt aler maintenant|kar il n estoit mie encore plus de tierce	si sen ueult lancelot aller mes elle le print au fraing	806
1000	Mais ele le prist al frain		
1001	et le fist descendre a fine force a	et le fist demourer a forche|et luy dist	807|808
1002|1003	et dist Par Sainte Crois|vos ne m eschaperois mie ensi	Tresdoulx cheualier uous ne me eschapperes pas ainsy	809
1004	Lors le commande a desarmer	Lors commande quil soit desarme	810
1005|1006	et vaslet saillent avant|por fere son commandement a;	Et uarletz saillent pour faire son commandement	811
1007	et tantost com il ot son hialme osté	et tantost quil eust son heaulme oste	812
1008	et ele le conut	si le cengneust bien	813
1009	si li cort les bras tendus	si luy sault les bras tenduz	814
1010	et le volt baisier en la boche	et le uouloit baisier en la bouche	815
1011	quant il li guenchist	quant il se destourna	816
1012|1013	et ele li baise la face|et le col	et elle luy baise le col	817
1014	et le menton		
1015	puis que autre chose n em puet avoir b;		
1016	si plore de pitié	et puys pleure de pitie	818
1017	et li dist Ha gentilx chevaliers tant vos avoie desirré a veoir ains	et dist|Gentil cheualier tant ie uous auoye desire a uoir auant	819|820
1018	que je moreuisse!	que ie mourusse	821
1019|1020	Mais comment l avez vos|puis fet	et comment uenistes ceste part	822
1021	?		
1022	Et il li dist Bien Dieu merci		
1023	—		
1024	Et ceste part fet ele comment venistes vos		
1025	qui avant ier vos en partistes	car auant hyer uous en partistes	823
1026	? — Par foi fet il une grant acheison		
1027	m i amena		
1028	Si li conte comment		
1029|1030	I|chevalier o unes armes vermeilles l avoit apelé de traïson a la cort le roi Artu	Par ma foy fait il ung cheualier a unes armes uermeilles ma appelle de traison en la court du roy artus	824
1031	por la mort de Meleagan;	pour la mort de melleag	825
1032	si l en covient a deffendre en la cort le roi Baudemagu	si men conuient a deffendre en la court du roy bademagus	826
1033	Ha fet ele je sai bien	Haa fait elle ie scay bien	827
1034|1035	qui il est|C est Argodras li Ros	qui il est cest argorindes le roux	828
1036	et li chevaliers	et le cheualier	829
1037	que vos avés hui ocis	que uous aues occy	830
1038	et ars estoit ses freres;	et ars estoit son frere	831
1039	si ne sai	si ne scay	832
1040	que vos puissiés fere	que puissies faire	833
1041	kar se mes peres set	car se mon pere scait	834
1042	que vos aiés ocis Meleagan je criem qu il ne vos face ocirre	que uous aies occis melleagant ie crains quil ne uous fache occire	835
1043	por le grant duel qu il avra des noveles	comment fait lancelot|ne scait il pas encore	836|837
1044	— Coment	qui se a fait	838
1045|1046	? fet Lancelos nel set il mie encore|? — Certes sire nenil;	se maist dieux nennil fait elle	839
1047	si est Meleagans en cest païs aportés plus a de XV	Si est melleagant apporte en ce pays	840
1048	jors	xu|iours a passes	841|842
1049|1050	et est el chastel des Illl|Pierres	et est au chastel des quatre pierres	843
1051	et le gardent iluec	Et le gardent illec	844
1052	si celeement	si celleement	845
1053|1054	que li rois n en set encore riens:|si en covendra esploitier al plus sagement	que se roy nen scait encores riens: mes dictes moy a	846
1055	que vos porrois		
1056	Mes a		
1057	quant est li jors	quant est le iour	847
1058	que vos vos en devés deffendre	que uous uous deuez deffendre	848
1059	?		
1060	Et il dist	Et il dit	849
1061	que c est le jor de la Magdalaine	que cest au iour de la magdalaine	850
1062	Or vos en conseut Diex fet ele	Or uous conseille dieu fait elle:	851
1063	kar j ai grant poor	car iay grant paour	852
1064	que Argodras ne vos face anui par traïson	que agarindes ne uous face auoir|quel que trayson	853|854
1065|1066	— De ce fet il n aiés ja garde! Tot son pooir en face|que je n en avrai ja poor	De ce fait il naiez ia paour	855
1067	Assés parlerent cele nuit de maintes choses a	Assez parlent celle nuit de plusieurs choses	856
1068	et molt firent cil del chastel grant joie de lor dame qu il cuidoient avoir perdue	et menlt firent ceulx du chasteau grant feste de lui|et de leur dame quilz cuidoient auoir perdue	857|858
1069	et or l ont saine		
1070	et haîtie		
1071	Et al matin	Et au matin	859
1072	si tost com li jors parut cler se leva Lancelos	si tost comment le iour apparut se leua lancelot	860
1073	et se parti de la damoisele	et print congie de la damoiselle	861
1074	quant il fu armés;		
1075	et ele le commande molt a Dieu	Et elle le commanda a dieu	862
1076	et li pria qu il s en revenist par li al repairier;	et lui pria quil reuenist par elle au repairier	863
1077	et il dist	Et il dit	864
1078	que si feroit il s il pooit	que si feroit il sil pouoit	865
1079	Si se remet en son chemin	Il se met en son chemin	866
1080	et eirre tot le jor jusqu al vespre	et erre iusques au soir	867
1081	et lors aproche d une riviere	Lors approuche de une riuiere	868
1082	que l en apeloit Aglonde	que len appelloit aglondes	869
1083	si en estoit l eve molt parfonde		
1084	et molt noire		
1085	Et quant il vint pres de l eve		
1086	si vit trois paveillons tendus pres de la rive;	si uoit trois paueillons tendus pres de la riuiere	870
1087	si en estoit li uns grans	si en estoit ung grant	871
1088	et bials	et blanc	872
1089	et li autre dui estoient moien	et les autres deux estoient noirs	873
1090|1091	Et lors issi del greignor paveillon I|chevaliers tos desarmés	Et lors issist dun paueillen ung cheualier tout arme	874
1092	qui li dist	qui lui dist	875
1093	que bien soit il venus	que bien soit il uenu	876
1094	et il li rent maintenant son salu	Et il lui rent son salut	877
1095	Ha sire fet il vos me samblés chevaliers errans	Beau sire uous semblez cheualier errant:	878
1096	et je aim tos cels	et iayme tous ceulx	879
1097	qui en tel mestier usent lor vie	qui en telle maniere usent leur uie:	880
1098	kar je meismes sui chevaliers errans	car moy mesmes suis cheualier errant	881
1099|1100	et por ce vos vueil je proier|que vos herbergiés anuit mes o moi;	Et pour ce quil est temps de se hebergier uous censeille ie	882
1101	kar se vos passés avant de ci vos ne troverois se forest non		
1102	si salvages		
1103	que vos i porrois tost desvoier	que uous demour⟦e⟧z	883
1104	Et il est bien tens de herbergier ce veés vos bien :		
1105	por ce vos lo		
1106	que vos remanois		
1107|1108	et vos avrois ostel bel|et buen tot a vostre voloir	et uous aurez hostel tout a uostre uoulente	884
1109	— Bials sire fet Lancelos	Beau sire fait lancelot ie demoureray	885
1110	puis qu il vos plest je remaindrai	puis quil uous plaist	886
1111	et por vostre proiere		
1112|1113	et por ce|que vos dites	et que uous dictes	887
1114	que vos estes chevaliers errans	que uous estes cheualier errant	888
1115	a Lors descent	Lors descent de son cheual	889
1116	et vaslés saillent des autres paveillons	et uarletz saillent des autres paueillens	890
1117	si le desarment	si le desarment	891
1118|1119	et li aportent I|mantel de samit legier a afubler	et lui apportent ung manteau de samit pour affubler pour le chault	892
1120	por le chaut		
1121	qui grans estoit a;	qui grant estoit	893
1122	si le mainent el grant paveillon avec l autre chevalier	Si le mainent au grant paueillon|lui	894|895
1123|1124	Et lors parlerent ensamble|et s entracointierent	et le cheualier sentreacointerent	896
1125	et demanda li uns a l autre de son estre	et demanda lun a lautre	897
1126	Li chevaliers enquiert a Lancelot		
1127|1128	dont il vient|et ou il vet	dont ilz estoient:	898
1129	et quele aventure le maine	et quelle auanture le menoit	899
1130	si sol	si seul	900
1131	et il li conte une partie de son estre	Et il lui compte de son estre une partie	901
1132	et autre l en çoile e;	et lautre lui en celle:	902
1133	et totes voies li dist	et toutesfois dit il	903
1134|1135	que en la cort al roi Baudemagu voldroit estre|por soi deffendre vers un chevalier	que en la court du roy bademagus uouldroit il estre pour ung cheualier	904
1136	qui l a apelé de traïson	qui lauoit appelle de trayson	905
1137	En ce qu il parloient ensi orent li escuier mise la table	Et ainsi qu ilz parloient len mist les tables	906
1138	si vont laver;	ilz lauent leurs mains	907
1139	si s asiet Lancelos	et puis se assient le cheualier	908
1140	et li chevaliers	et lancelot:	909
1141|1142	et une damoisele|qui molt ert bele	et une damoiselle moult belle	910
1143	et estoit amie al seignor de laiens;	laquelle estoit amie au cheualier de leans	911
1144	si mengierent tuit troi ensamble	Si mengerent tous trois ensemble:	912
1145	mes cele	mais celle	913
1146	qui Lancelot esgarde ne se puet saoler de lui veoir Kar tant li samble bials qu ele ne prisa onques mes bialté d ome envers cesti :	qui lancelot regarde laisse le boire	914
1147|1148	si l esgarde|si viselment	et le mengier pour la grant beaute	915
1149	que tot en laisse le mengier n a autre chose n entent	que elle uoit en lui|si que a autre chose ne entent	916|917
1150	fors a lui remirer		
1151	Si ont li escuier osté le premier mes de sor la table c onques la damoisele n en tasta ains pensa totes voies	si ont les escuiers oste le premier mes|que encques la damoiselle nen tasta ains pensa a lancelot:	918|919
1152|1153	Et en cel pensé li descent el cuer une|si grant amor qu ele aime Lancelot outre ce	et en celle pensee lui descendoit une telle amour au cueur	920
		que elle ayma lancelot oultre	921
1154	que feme n ama mes home;	que femme ne ayma oncques homme	922
1155	si li est avis	Si lui est auiz	923
1156	que s il l amoit qu'ele seroit beneuree	que sil laymoit quelle seroit trop eureuse	924
1157	Mais ci endroit n em parole plus li contes lkar ça avant le devisera	Mais cy endroit plus nen parle le compte|car cy aprez le uous deuisera	925|926
1158	et comment ele l ama merveillosement	et comment elle layma merueilleusement	927
1159|1160	et comment ele le proia|et la merveille	et comment elle mourut pource quil la refusa Comment lancelot rescouist le frere du cheualier	928
1161	que ses amis en fist	qui lauoit logie	929
1162|1163	quant il sot qu ele l amoit|et comment cele morut	Et comment il se deffendist centre argondes	930
1164	por ce qu il la refusa tot ce vos trespassera li contes ci endroit	et puis alla a la douloureuse tour faire enterrer le corps de galle|iiii	931|932
1165	por deviser une aventure qu il lor avint el paveillon ou il estoient	xx|xu	933|934
1166	Ci dist li contes que	LE compte dit	935
1167|1168	quant il orent le secont mes eu es vos un chevalier armé d unes armes vermeilles|qui vint corant par devant le paveillon o grant compaignie de chevaliers	que quant ilz eurent eu le second mes uecy ung cheualier arme de armes uermeilles courant par deuant le paueillon a grant compaignie de cheualiers	936
1169	Et cil as armes vermeilles		
1170|1171	qui devant venoit entre el paveillon a|et voit	et il entra au paueillon	937
1172|1173	I|escuier	et uist ung escuier	938
1174	qui servoit a la table	qui seruoit a la table	939
1175	si estoit freres al chevalier de laiens	qui estoit frere au cheualier de leans	940
1176	Et il cort maintenant cele part		
1177	si le prent par les espaules	Il le prent par les espaulles	941
1178	et le lieve devant lui sor l arçon de la sele	et le met deuant lui es arcons de sa selle	942
1179	si s en torne a tot	si sen ua atout	943
1180	Et quant cil del paveillon voit ce	Et quant celui du paueillon uoit ce	944
1181	si crie a Lancelot Ha bials sire je sui mors se cil enporte ensi mon frere	si crie a lancelot|Haa sire ie suis mort se celui emporte mon frere	945|946
1182	kar il l ocirra s il n est secors:	car il loccira sil nest secouru	947
1183|1184	si vos pri|por Dieu	Si uous prie pour dieu	948
1185	que vos i metés paine	que uous mettez paine a le secourir	949
1186	Et Lancelos saut de la table	Et lancelot sault hors de la table	950
1187	et demande ses armes	et demande ses armes	951
1188|1189	et I|escuiers vint avant	et ung escuier uint a lui	952
1190	si li dist Par foi sire vos armes	et lui dist|Par ma foy sire uoz armes emportent il	953|954
1191	et vostre cheval enmainent il ! — Voire fet il		
1192|1193	par mon chief ja|por ce ne remaindra	Par mon chief pour ce ne ne demourra il pas	955
1194	que je nes sieve	que ie ne le suiue	956
		Et lors sault hors du paueillen	957
1195|1196	et li chevaliers o lui|et il esgarde cels	et le cheualier auec lui Ilz regardent ceulx	958
1197	qui s en vont	qui sen uont	959
1198|1199	qui ja avoient passé l eve par J|pont de fust;	qui auoient ia passe leaue par ung pont de fust	960
1200	et Lancelos demande al chevalier s il remaindra	Lancelot demande au cheualier sil demourra	961
1201	Sire fet il nenil ains vos ferai compaignie	Sire fait il nenny ains uous feray compaignie	962
1202	tant que nos aions trové	tant que uous aiez trouue	963
1203	qui armes vos baut	qui armes uous baillera	964
1204|1205	Lors acueillent lor voie tot a pié|et vienent au pont	Lois uiennent au pent tout a pie	965
1206	si passent outre	et passent oultre	966
1207|1208	et s adrecent a I|tertre par ou li chevalier s en vont;	et se adrecent a ung terte par ou les cheualiers uont	967
1209	si n ont gaires alé	Si ne ont gaires alle	968
1210|1211	quant il encontrent I|chevalier armé d unes armes noires	quant ilz encontrent ung cheualier arme dunes armes noires	969
1212	qui venoit al pont par I		
1213	chemin de travers		
1214|1215	Et quant il voit Lancelot|si s areste	Quant il uist lancelot il se arresta pource qu il le congnoissoit bien	970
1216	por ce		
1217	que bien le conoissoit		
1218	si li demande ou il vet ensi a pié tos desammés	et lui demanda ou il alloit ainsi a pie tout desarme	971
1219|1220	Qui estes vos sire chevaliers fet Lancelos|qui me demandés ou je vois	Quest ce fait lancelot demandez uous ou ie uois	972
1221	? — Je sui fet il I	Oy sire	973
1222	chevaliers d estrange païs	si suis ung cheualier destrange pais	974
1223|1224	mais molt me merveil de ce|que je vos voi ensi aler	qui moult me merueille de uous uoir aller ainsi	975
1225	Et Lancelos li conte comment il estoit herbergiés	Et lancelot lui compte comment il estoit hebergie:	976
1226|1227	et comment I|chevaliers vint laiens ou il menjoit	et comment ung cheualier uint la ou il mengoit	977
1228|1229	qui prist a force I|vaslet	qui print a force ung uarlet	978
1230	et le mist sor le col de son cheval	et le mist sur le col de son cheual	979
1231	Et encore m a il plus meffet fet Lancelos	Et encores y a il plus fait lancelot	980
1232	kar cil	car ceulx	981
1233	qui avec lui vindrent enporterent mes armes	qui auec luy sont emportent mes armes	982
1234	et enmenerent mon cheval a —	et emmainent mon cheual	983
1235|1236	Quel guerredon fet cil porroie je atendre de vos se je|por vos me desarmoie	quel guerdon fait celuy pouroie ie auoir de uous se ie me desarmoye	984
1237	et vos bailloie mes armes	et uous bailloie mes armes	985
1238	et mon cheval	et mon cheual	986
1239	? — Certes fet Lancelos tel com vos deviseriés	certes fait lancelot: tel comme uous deuiseres	987
1240|1241	— Se vos fet il el premier lieu ou je vos troverai armé|por que je soie desarmés me creantés a doner vos armes ¡e vos bailleroie les moies	se fait il au premier lieu ou ie uous trouueray arme me promettes a bailler uos armes ie uous bailleray les miennes Certes fait lancelot	988
1242	— Certes fet Lancelos		
1243	si ferai je	si feray ie pour	989
1244	por que vos ne me truisiés combatant	tant que uous ne me trouues combatant	990
1245|1246	Et cil descent maintenant|si se desarme	et celuy deschent maintenant sy se desarme	991
1247	et baille a Lancelot tot son hernois	et baille tout son harnois a lancelot	992
1248	et il s en appareille	et il sen appareille	993
1249	et monte en son cheval		
1250	puis dist a son oste qu il s en retort; Imes il dist		
1251	que non fera		
1252	Si ferois fet Lancelos a lar je conoistrai bien les armes a celui		
1253|1254	que je vois querant en quelque lieu je les truisse|Et cil dist	et mente sus le cheual	994
1255	puis qu il velt s en retornera:	et fait retourner son hoste	995
1256	si s en vet		
1257	et enmaine o lui le chevalier		
1258|1259	qui molt est liés de ce|que Lancelos li doit I	et prent congie de luy	996
1260	guerredon		
1261	Et Lancelos aquelt son chemin aprés cels	lancelot print son chemin apres ceulx	997
1262|1263	que|? il sieut tant qu il est venus el tertre en haut	qui sen uont tant quil est uenu eu tertre en hault	998
1264|1265	et lors voit devant lui la forest|que l en apele la forest des Trois Perilx	et lors uoit deuant luy la forest des trois perilz	999
1266|1267	et ce|por quoi ele fu ensi apelee devisera bien li contes ça avant	et ce pour quoy elle est ainsy appellee deuisera bien le compte cy en auant	1000
1268	Quant il fu amont el tertre	QUant il fust amonlt eu tertre	1001
1269|1270	si esgarde devant lui|mais il ne voit nul de cels	si regarde deuant luy	1002
1271	que il queroit		
1272|1273	kar il s estoient ja ferus en la forest|Et totes voies sieut il les esclos des chevals	et suyst les pas des cheuaulx tant quil uint a lentree de la forest	1003
1274	tant que il vient a l entree de la forest;		
1275	et lors encontre une damoisele tote chenue	et lors encentra une damoiselle toute chanue	1004
1276	qui chevalchoit molt cointement	qui cheuauchoit menlt coinctement toute descheuelee	1005
1277	et estoit tote deslie ses treces par ses espaules comme pucele	ses tresches entre ses espaulles comment une pucelle	1006
1278|1279	et avoit en son chief l|chapel de roses	et auoit sur son chief ung chapiau de roses	1007
1280	kar c estoit entor la Saint Johan		
1281	Il le salue	il la sallue	1008
1282	et ele li dist	et elle luy dist	1009
1283	que bone aventure li doinst Diex		
1284|1285	Damoisele fet il me savriés vos a dire|quel part uns chevaliers o unes armes vermeilles s en vet	que bonne aduanture luy dennast dieu damoiselle fait il aues uous point ueu passer par cy ung cheualier a unes armes uermeilles	1010
1286|1287	? — En non Diex fet ele je le vos enseigneroie bien se je voloie|— Dites le moi fet il par covent	Eu nom dieu fait elle se ie uoulloie ie uous lenseigneroie bien dictes le moy fait il par tel conuenant	1011
1288	que je soie vostre chevaliers el premier lieu ou vos me requerrois	que ie soie uostre cheualier au premier lieu|que uous me requerres	1012|1013
1289|1290	— Se vos me creantés fet ele|que vos me sievrois de	se uous me promettes	1014
1291	quel hore	que au pre	1015
1292	que vos en semoigne je le vos enseignerai	mier lieu ou ie uous requesray uous me aideres ie uous lenseigneray	1016
1293	Et cil li creante	et il luy promet	1017
1294|1295	dont il se repenti|puis molt durement tel hore fu	denc depuys sen repentist	1018
1296	Or alés fet ele tot cest chemin		
1297	si li mostre I		
1298	sentier estroit		
1299|1300	qui aloit al travers de la forest|Si ne tornés fet ele de nule part	Or alles fait elle tout ce chemyn en trauers de la forest sans tourner de nulle part	1019
1301	et quant vos avrois alé entor demie lieue	Quant uous aures cheuauche enuiron demye lieue	1020
1302|1303	si verrois delés I|vivier trois paveillons tendus	si uerres de les une riuiere trois pauillons la dedens trouueres le cheualier	1021
1304	La dedens troverois le chevalier		
1305	que vos querés	que uous demandes	1022
1306	que l en apele Arramant le Gros;	et len lappelle arrement le gras	1023
1307|1308	si le conoistrois a ces enseignes qu il a en mi le front II|plaies	et le cengnoistres a telles enseignes quil ha deux playes au frent	1024
1309	Or vos en poés aler	or uous en poues aller mes	1025
1310	mais que vos m aiés dit vostre nom	que mayes dist uostre nen	1026
1311	Et il se nome molt a envis	et il se nomme monlt enuiz	1027
1312	et totes voies li dist qu il a non Lancelot del Lac	et dist quil a a nen lancelot du lac	1028
1313	Alez a Dieu fet ele		
1314|1315	et s en vet tot le chemin qu ele li avoit enseigné|si grant aleure com il plus puet del cheval traire	A tant sen ua lancelot tout le chemyn quelle luy a enseigne	1029
1316|1317	tant que il atainst les chevaliers|que il sievoit	tant quil attaint le cheualiee	1030
1318	Et cil lor i escrie	si luy escrie	1031
1319	si haut	si hault	1032
1320	que bien porent oîr		
1321|1322	et maintenant li vient acorant li uns d eus l escu al col le lance el poing|et fu armés de totes armes	que bien le peult ouir maintenant luy uient a lencontre lun de lautre lescu au col la lance au poing armes de toutes pieces	1033
1323	Et Lancelos le fiert	et lancelot le fiert	1034
1324|1325	si que pour le hauberc ne remaint qu il ne li met par mi le cors le fer del glaive|si l empaint bien com cil	si durement quil luy met le fer du glaiue parmy le coprs	1035
1326	qui assés ot		
1327	et cuer		
1328	et force:		
1329	si le porte del cheval a terre	si le porte a terre	1036
1330	et retrait son glaive a lui;		
1331|1332	si voit I|autre venir tot appareillié de joster	et uoit ung aultre uenir tout prest de iouster	1037
1333	et il nel refuse pas ains li torne le chief del cheval	et il ne le reffuse pas	1038
1334	et cil	et celuy	1039
1335	qui vint acorant li done tel cop en l escu	qui uient accourant luy donne tel coup sur son escu	1040
1336	que tote sa lance vole en pieces	que sa lance uolle en pieces	1041
1337|1338	Et Lancelos|qui un poi porta sa lance bas	et lancelot porte la sienne ung pou plus bas	1042
1339	l'ataint par desus l arcon de la sele a	si la actaint	1043
1340	si le fiert	et le fiert	1044
1341	si que les mailes del hauberc ne pueent soffrir le grant cop	si durement|que les mailles du haubers ne peurent le coup souffrir	1045|1046
1342	que li glaives ne li voist par mi le cors	que le glaiue ne lui uoit parmi le corps	1047
1343|1344	si que li fers pert d autre part;|si l empainst	si quil porte luy	1048
1345	si durement qu il le porte a terre		
1346|1347	et lui|et le cheval	et le cheual a terre	1049
1348	Et lors dient cil	Et lors dient ceulx	1050
1349	qui devant s en aloient	qui deuant sen alloient	1051
1350	que molt joste bien li chevaliers quant	que monlt iouste bien le cheualier	1052
1351|1352	Il|de lor meillors compaignons a ensi abatus	Quant lancelot eust rompu sa lance il mest la maina lespee	1053
1353	Et Lancelos laisse corre a els tos	et lesse courre uers les aultres	1054
1354	qui encore estoient nuef;	qui estoient uingt	1055
1355	si ot l espee traite		
1356	por ce		
1357	que ses glaives estoit brisiés al chevalier qu il ot derrainement abatu ;		
1358	si lor detrenche lor escus	si leur despiece escus	1056
1359	et lor depiece lor hialmes	et detrenche leurs heaulmes	1057
1360	et lor ront les haubers sor les bras		
1361	et sor les espaules;		
1362	si fet tant par sa proesce	et fist tant par sa proesse	1058
1363|1364	que tuit cil|qui le voient s en merveillent	que tous ceulx qni le uoient en sont esmerueillies	1059
1365	Et la ou il voit le chevalier as armes vermeilles	Et la ou il uoit le cheualier aux armes uermeilles	1060
1366	si nel mesconoist pas ains li adresce par mi els tos	si luy adreche son cheual parmy tous eulx	1061
1367|1368	et li done|si grant cop par mi le hialme	et luy donne tel coup sus le heaulme quil ne se peult tenir aux archons	1062
1369|1370	que cil est|si estordis qu il ne se puet es arçons tenir ains vole a terre	mes uolle a terre	1063
1371	Et Lancelos li va par desus le cors a cheval	et lancelot luy ua denner	1064
1372	tant que cil pert la vertu	si grant coup sus le col tant quil pert sa forche	1065
1373	et la force tote a	et sa uertu	1066
1374	Et lors sont li autre molt esmaié	Lors sont les aultres bien esmayes	1067
1375	kar bien cuident	car il cuident	1068
1376|1377	que cil soit mors|qui lor sires estoit;	que leur maistre soit mort	1069
1378	si se metent en paine del vengier	Si se mettent en paine de le uenger	1070
1379	et corent sus a Lancelot tuit ensamble	et courent sus a lancelot	1071
1380|1381	Mais il nel truevent pas|si esbahi qu il ne soit tos pres de soi deffendre;	mes ilz ne le treuuent pas esbahy mes est prest de se deffendre	1072
1382	si lor abandone son escu	si leur habandonne son escu	1073
1383	et tient l espee		
1384	dont il lor done grans cops par la ou il les ataint ne onques		
1385	por pooir qu il aient ne li porent tolir terre ains se met par mi els maintes fois		
1386	quel gré qu il en aient		
1387|1388	Et de tant li avient il bien qu il n aconsieut chevalier a droit cop qu il ne face s espee sentir en char nue ou il nel port del cheval a terre:|si lor esrache les escus des cols	et il ne a censuict cheualier a coup quil ne luy face lespee sentir iusques en la char ou quil ne le porte du cheual a terre	1074
1389	et les hialmes des testes		
1390	et lor decoupe poins		
1391	et bras a	Et les a	1075
1392	et se hurte en els de cors		
1393	et de cheval ;		
1394	si en a V		
1395|1396	si atornés qu il gisent a terre|si conreé qu il n ont pooir de relever	si bien attournes quil en y a cinq gisans sur terre tellement quilz ne se peuent releuer	1076
1397	Quant li autre voient ce	Et quant les aultres uoient	1077
1398|1399	si lor est avis que s il i demorent plus il n em pueent eschaper sans morir|et por ce s enfuient al plus tost qu il pueent vers la forest ou il la voient plus espesse	que leurs compaignons sont ainsy traicties ilz sen fuyent au plus tost quil peuent uers la forest la ou il la uirent plus espesse	1078
1400	Et Lancelos ne les sieut mie granment ains retorne al chevalier qu il ot abatu celui as armes vermeilles	et lancelot ne les poursuyuist pas ains retourne au cheualier|qui portoit les armes uermeilles	1079|1080
1401	kar il voldra savoir	car il ueult scauoir	1081
1402	qui il est	qui il est	1082
1403	Et quant il i est venus		
1404	si trueve l escuier		
1405	que il queroit		
1406|1407	que on avoit mis sor I|roncin a les mains liies triés le dos	et quant il est uenu il treuue lescuyer quil queroit monte sus ung rouchin les mains liees derriere le dos	1083
1408	et vient a lui	sy uint a lui	1084
1409	si le deslie	et le deslie	1085
1410	Et quant il se sent delivrés	et quant il est deliure	1086
1411	si li chiet as piés	si le mercie menlt	1087
1412	et le mercie de Dieu ;	et lance	1088
1413	et Lancelos descent	descent a terre	1089
1414	si li baille son cheval a garder	et luy baille son cheual a garder	1090
1415	puis vet al chevalier	puys sen ua au cheualier	1091
1416	qui ja s estoit relevés en son seant	qui ia estoit redrechie en son seant	1092
1417	si estordis qu il ne veoit gote	si estourdy quil ne uoit goutte	1093
1418	Et Lancelos li esrache le hialme de la teste	et lancelot luy arrache le heaulme de la teste	1094
1419	si felenessement	si fellennessement	1095
1420	que cil flatist à terre des paumes	que celui flatist a terre des pausmes	1096
1421	et de tot le viaire;		
1422|1423	si saine del nes|et del front trop durement	et des genoulx	1097
1424|1425	Et Lancelos dist qu il l ocirra s i ne se tient|por outré;	et lui dit quil le occira sil ne se rent	1098
1426	et cil est	Et celui est	1099
