0	avoir trové	Sire fait elle pour ce|que ie le uoudroie auoir trouue	0|1
877	que vos li faillois tant com il vos remenbre de moi	a|qui uous faillez tant quil uous rememberra de moy	834|835
878	kar vostre cuers est	Car uostre cuer est	836
879	si frans qu il ne puet estre sans trop grant merites rendre a totes celes	si franc quil ne puet estre sans trop grant merite rendre a toutes celles	837
880	qui de par moi se reclaiment:	qui de par moy uous reclament	838
881	si m est avis qu il m est molt miels a m ame de morir	Si mest adius quil est moult mieulx a ma uie de mourir pour	839
882	por loialté fere	si hault affaire	840
883	et por geter de prison	et pour gecter de prison	841
884	si vaillant home comme vos	si uaillant homme comme uous estes	842
885	que vos fuissiés mors par la desloialté de Meleagan	que uous feussez mort par la desleaute de meleagan	843
886	qui en prison vos avoit mis par traïson	qui en prison uous auoit mis par traison	844
887	Ensi disoit la damoisele molt tendrement plorant		
888	et lors vint Lancelos poignant cele part ou il la vit:	Et lors uint lancelot poiguant celle part ou il la uit	845
889	si dist a cels	si dist a ceulx	846
890	qui le tenoient Laissiés la damoisele! —	qui la tiennent laissez la damoisele par courtoisie	847
891|892	Por quoi sire fet J|chevaliers armés	Et ung cheualier arme sault auant	848
893	qui avant saut le lairons nos	et dist|pour quoy la lairrons nous	849|850
894	? —		
895|896	Por ce fet il|que vos n avés droit en li	par ce fait il queͥ uous nauez droit de la faire mourir	851
897	por fere mal		
898	—		
899	Si avons fet cil	Si auons fait il	852
900|901	si grant|que nos l avons atainte de murdre	car ie lay actainte dung meurtre	853
902	dont je l apelai	dont ie lapellay	854
903	et ele s en offri a deffendre	et elle sen offry deffendre	855
904	mais ele ne trova onques	mais elle ne trouua oncquez	856
905	qui por li en prist escu	qui pour lie en prist escu	857
906	et ce n est pas merveille	et ce nest pas de merueilles	858
907	que chescuns set bien quele en a desloialment ovré	car chascun sceit bien quelle en a desloyaument ouure de quoy fait lancelot	859
908	— De quoi	De ce fait il quelle deliura lancelot pour occire meleagant son frere	860
909|910	? fet Lancelos|— De ce fet il qu ele delivra Lancelot	Se uous ousiez monstrer fait lancelot quelle ait fait traison ne murmure	861
911	por Meleagan ocirre son frere	ie suys prest du deffendre	862
912|913	—|Qui estes vos	Oui estes uous fait il	863
914	? fet cil	Ie suys ung cheualier fait il	864
915	— Uns chevaliers sui fet Lancelos		
916|917	qui vieng ceste part|por ceste damoisele deffendre	qui uiens ceste part pour deffendre ceste damoisele	865
918	— Par foi fet cil se je voloie il ne m en covendroit ja combatre	par foy sire fait il|il ne men conuiendroit ia combatre	866|867
919	kar des ier en est ! ele atainte	si ie uouloye|Car ia pieca en est elle ataincte	868|869
920	puis qu ele ne pot trover	puis quelle na peu trouuer	870
921	qui la deffendist	qui la deffende	871
922	mais je sent ma querele a	mais ie sens ma querele a	872
923	si loial	si loyal	873
924	et si droituriere qu il n a chevalier el monde vers cui je ne l osaise bien prover au	et si droiturier quil ny a cheualier ou monde uers	874
925	? grant droit	qui ie ne losasse bien prouuer au grant droit	875
926	que je i ai	que ie y ay	876
927	— En non Dieu fet Lancelos or i parra	Certes fait lancelot ores y parra	877
928|929	que je sui pres|que je la desfende vers vos	car ie suys prest de la defendre uers uous uoire fait il	878
930|931	— Voire fet cil par mon chief|et vos en morrois comme traitres	par mon chef uous en mourres comme traistre	879
932|933	et desloials|Lors traient la damoisele loins del feu	et desleal Lors tirent la damoisile au dessus du feu	880
934	et li chevalier s entreslongent li uns de l autre	et les cheualiers se esloiguent	881
935	si s entrevienent	si tost	882
936	si tost com li cheval pueent aler	que les cheuaux peuent courre	883
937	et s entrefierent des glaives	et sentrefierent des glayues	884
938	si durement qu il les font voler en pieces;	si fort quilz les font uoler en pieces	885
939|940	puis s entrehurtent|si des cors	puis sentrehurtent des corps	886
941	et des visages qu il n i a celui	et des uisages|si quil ny a celuy	887|888
942	qui tos ne soit estordis	qui ne soit tout estourdy	889
943	et desconreez	et estonne	890
944	Mais li chevaliers par est	mais le cheualier est	891
945	si estonés qu il ne se puet tenir en sele ains vole jus del cheval	si estonne qu il ne puet tenir en sele|ains uole ius du cheual	892|893
946	et al parchaoir feri li quins del hialme en la terre	et au choir fery li quint du heaume en terre	894
947	si qu a bien pou qu il n a le col brisié	si qua pou quil na le coul froisse	895
948	Et quant Lancelos a fet son tour	Et quant lancelot a fait son tour	896
949	si descent	si descent	897
950	kar honte li seroit de requerre a cheval celui	car honte luy seroit de requerre a cheual celuy	898
951	qui est a pié;	qui est a pie	899
952	si trait l espee	si trait lespee	900
953	et cort sus a celui	et court sus a celuy	901
954	qui ja se relevoit	qui ia se releuoit	902
955	si li done par mi le hialme tel cop qu il le fet a terre flatir des paumes	si luy donne|si grant cop par my le heaume quil le fait flatir des paumes	903|904
956	et des genols ;	et des genoux a terre	905
957|958	puis recuevre I|autre cop	puis recueuure ung autre cop	906
959	et le fiert	et le fiert	907
960	si qu il le fet tot parchaoir	si quil le fait tout choir	908
961	et le prent par le hialme	Et lors le prent par le heaume	909
962	si le traine jusqu al feu	et le trayne iucquau feu|si le gecte dedans	910|911
963	et le gete dedens		
964	Et cil estoit	Et il estoit	912
965	si estordis	si estourdy	913
966|967	et tant avoit perdue la force del cors|que relever ne se pot	et tant auoit perdu la force du corps quil ne se peut releuer	914
968	si le covint remanoir el feu	si luy conuint demourer ou feu	915
969	et morir en tel maniere	et mourir en telle maniere	916
970	Et lors vienent avant cil	et lors uiennent auant ceulx	917
971	qui le champ gardoient	qui le champ gardoient	918
972	si dient a Lancelot qu il en a assés fet	si dient a lancelot quil en a assez fait	919
973	et li rendent la damoisele saine	et luy rendent la damoisele saine	920
974	et haitiee	et haitie	921
975	et il la fet vestir	et il la fait uestir	922
976	puis li demande qu ele velt qu il face mes	puis luy demande quelle ueult quil luy face	923
977	Sire fet ele	mais Sire fait elle	924
978	que vos me menés a salveté a mon chastel	que uous memmenez en mon chastel	925
979	Et il dist	et il luy dit	926
980	que volentiers:	que uoulentiers	927
981	si le fet monter	si la fait monter	928
982	et le conduit jusqu al chastel ou ele l ot gardé maint jor	et la conduit iucquau chastel ou elle lauoit garde maint iout De celle mesmes matiere dessusdicte|Le chasteau auoit nom galefort	929|930
983	et seoit sor une petite riviere	et seoit sur une petite riuiere	931
984	si estoit molt aaisiés de totes choses	si estoit moult aise de toutes choses	932
985	et fors a merveille	et fort a merueilles	933
986	Et quant Lancelos vint la il ne fet pas a demander se l en li fist joie	Et quant lancelot uint la il ne fait pas a demander|si len luy fait ioye	934|935
987	kar cil del chastel savoient ja bien	car ceulx du chastel scauoient bien	936
988|989	que lor dame estoit delivree par I|chevalier	que leur dame estoit deliuree par ung cheualier	937
990	qui o li venoit	qui uenoit o lie	938
991	Et quant il le virent	Et quant ilz le uirent	939
992	si le reçurent a	si le receurent a	940
993	si grant joie com se ce fust Damedieu meismes	si grant ioye comme se ce fust dieu	941
994	et s agenoillent tuit devant lui	et sagenoillent tous deuant luy	942
995	et crioient a une vois tuit ensamble Sire sor tos cels del monde soiés vos bien venus	et crient a une uoix tous ensemble Sire sur tous ceulx du monde|soyez uous le bien uenu	943|944
996	qui nostre grant duel avés torné en grant joie A tel feste ont laiens Lancelot receu	qui nostre grant deul auez toͬne en grant ioye telle feste ont leans receu lancelot	945
997	et quant il ont la damoisele descendue devant son mestre palés	Et quant il eut descendu la damoisele deuant son maistre palays	946
998	si s en volt aler maintenant	si sen uoult maintenant aller	947
999	kar il n estoit mie encore plus de tierce	car il nestoit pas encor plus de tierce	948
1000	Mais ele le prist al frain	mais elle le print au fraing	949
1001	et le fist descendre a fine force a	et le fist descendre a fine force	950
1002|1003	et dist Par Sainte Crois|vos ne m eschaperois mie ensi	et luy dist par saincte croix sire cheualier uous ne meschaperez pas ainsi	951
1004	Lors le commande a desarmer	Lors le commande a desamer	952
1005|1006	et vaslet saillent avant|por fere son commandement a;	et uarletz saillent pour faire son commandement	953
1007|1008	et tantost com il ot son hialme osté|et ele le conut	Et tantost quil a oste son heaume elle le cognoist	954
1009	si li cort les bras tendus	si luy coure les braz tenduz	955
1010	et le volt baisier en la boche	et le uoult baiser en la bouche	956
1011	quant il li guenchist	et il guenchist	957
1012	et ele li baise la face	et elle luy baille la face	958
1013	et le col	et le coul	959
1014	et le menton	et le menton	960
1015	puis que autre chose n em puet avoir b;	puis quautre chose nen puet auoir	961
1016	si plore de pitié	si pleure de pitie	962
1017	et li dist Ha gentilx chevaliers tant vos avoie desirré a veoir ains	et luy dist haa gentil cheualier tant uous auoye desire a ueoir auant	963
1018	que je moreuisse!	que ie mourusse	964
1019|1020	Mais comment l avez vos|puis fet	mais comment lauez uous puys fait	965
1021	?		
1022	Et il li dist Bien Dieu merci	et il luy dist|bien dieu merey	966|967
1023|1024	—|Et ceste part fet ele comment venistes vos	et comment estes uous uenu ceste part	968
1025	qui avant ier vos en partistes	qui auant hier uous en partistes	969
1026|1027	? — Par foi fet il une grant acheison|m i amena	Par foy fait il une grande achoison me y amena	970
1028	Si li conte comment		
1029	I		
1030|1031	chevalier o unes armes vermeilles l avoit apelé de traïson a la cort le roi Artu|por la mort de Meleagan;	si luy compte comment ung cheualier unes armes uermeilles lauoit appelle de traison a la court du roy artus pour amour de meleagant	971
1032	si l en covient a deffendre en la cort le roi Baudemagu	si luy en conuient deffendre en la court du roy bandemagu	972
1033|1034	Ha fet ele je sai bien|qui il est	Haa sire fait elle ie scay bien quil est	973
1035	C est Argodras li Ros	cest arqodras le roux	974
1036	et li chevaliers	et le cheualier	975
1037	que vos avés hui ocis	que uous auez huy occis	976
1038	et ars estoit ses freres;	et ars estoit son frere	977
1039	si ne sai	si ne scay	978
1040	que vos puissiés fere	que uous puissez faire	979
1041	kar se mes peres set	car se mon pere sceit de uray	980
1042|1043	que vos aiés ocis Meleagan je criem qu il ne vos face ocirre|por le grant duel qu il avra des noveles	que uous auez occis meleagant iay paour quil uous face occire pour le grant deul quil aura des nouuelles	981
1044|1045	— Coment|? fet Lancelos nel set il mie encore	Comment fait lancelot ne le sceit il encores pas	982
1046	? — Certes sire nenil;	Si maist dieu fait elle nennil	983
1047	si est Meleagans en cest païs aportés plus a de XV	si a este meleagant apporte en ce pays plus de|xx	984|985
1048	jors	iours a	986
1049|1050	et est el chastel des Illl|Pierres	et est ou chastel des quatre pierres	987
1051	et le gardent iluec	et le gardent ilec	988
1052	si celeement	si celeement	989
1053	que li rois n en set encore riens:	que le roy nen scait ores riens	990
1054	si en covendra esploitier al plus sagement	Si uous conuiendra esploicter au plus sagement	991
1055	que vos porrois	que uous pourrez	992
1056|1057	Mes a|quant est li jors	mais quant est le iour	993
1058	que vos vos en devés deffendre	que uous uous en deuez deffendre	994
1059	?		
1060	Et il dist	et il luy dit	995
1061	que c est le jor de la Magdalaine	que cest le iour de la magdalene	996
1062	Or vos en conseut Diex fet ele	Or uous en conseille dieu fait elle	997
1063	kar j ai grant poor	car iay grant doubte	998
1064	que Argodras ne vos face anui par traïson	que argodras uous face ennuy par traison	999
1065	— De ce fet il n aiés ja garde! Tot son pooir en face	De ce fait il face tout son pouoir	1000
1066	que je n en avrai ja poor	car ie nen auray ia paour ne doute	1001
1067	Assés parlerent cele nuit de maintes choses a		
1068	et molt firent cil del chastel grant joie de lor dame qu il cuidoient avoir perdue	et moult firent ceulx du chastel grant ioye de leur dame quilz cuidoient auoir perdue	1002
1069	et or l ont saine	et ores lont saine	1003
1070	et haîtie	et haitie	1004
1071	Et al matin	Et au matin	1005
1072	si tost com li jors parut cler se leva Lancelos	si tost|que le iour esclarsit se leua lancelot	1006|1007
1073	et se parti de la damoisele	si se party de la damoisele	1008
1074	quant il fu armés;	quant il fu arme	1009
1075	et ele le commande molt a Dieu	et elle le commanda moult a dieu	1010
1076	et li pria qu il s en revenist par li al repairier;	et le pria quil sen reuenist par lie	1011
1077	et il dist	et il dist	1012
1078	que si feroit il s il pooit	qui si feroit il sil pouoit	1013
1079	Si se remet en son chemin	si se mect en son chemin	1014
1080	et eirre tot le jor jusqu al vespre	et erre toute iour iucquau uespre	1015
1081	et lors aproche d une riviere	Et lors aprouche dune riuiere	1016
1082	que l en apeloit Aglonde	que len appelloit aglunde	1017
1083	si en estoit l eve molt parfonde	si estoit leaue moult parfonde	1018
1084	et molt noire	et moult noire	1019
1085	Et quant il vint pres de l eve	et quant il uint pres de leans	1020
1086	si vit trois paveillons tendus pres de la rive;	si uit pres de la riue troys paueillons tenduz	1021
1087	si en estoit li uns grans	si y en auoit ung grant	1022
1088	et bials	et beau	1023
1089	et li autre dui estoient moien	et les autres deux estoient moyens	1024
1090|1091	Et lors issi del greignor paveillon I|chevaliers tos desarmés	Et lors issy du plus grant des paueillons ung cheualier tout desarme	1025
1092	qui li dist	qui luy dist	1026
1093	que bien soit il venus	que bien soit il uenu	1027
1094	et il li rent maintenant son salu	et il luy rend son salu	1028
1095	Ha sire fet il vos me samblés chevaliers errans	haa sire fait il uous me semblez cheualiers errans	1029
1096	et je aim tos cels	et iayme tous ceulx	1030
1097	qui en tel mestier usent lor vie	qui en tel mestier leur uie usaent	1031
1098	kar je meismes sui chevaliers errans	Car ie mesmes suys cheualier errant	1032
1099	et por ce vos vueil je proier	et pour ce uous uoudroye ie prier	1033
1100	que vos herbergiés anuit mes o moi;	que uous herbregez|mais huy auec moy	1034|1035
1101	kar se vos passés avant de ci vos ne troverois se forest non	car se uous passez plus auant uous ne trouuerez|mais huy	1036|1037
		que fourests	1038
1102	si salvages	si sauuages	1039
1103	que vos i porrois tost desvoier	que uous y porez tost desuoyer	1040
1104|1105	Et il est bien tens de herbergier ce veés vos bien :|por ce vos lo	et il est bien temps de herbreger comme uous uoyez par ce uous loue ie	1041
1106	que vos remanois	que uous demourez	1042
1107	et vos avrois ostel bel	et uous aurez houstel bel	1043
1108	et buen tot a vostre voloir	et bon tout a uostre uouloir	1044
1109	— Bials sire fet Lancelos	Beau sire fait lancelot	1045
1110	puis qu il vos plest je remaindrai	puis quil uous plaist ie demourray	1046
1111	et por vostre proiere	et pour uostre priere	1047
1112	et por ce	et aussi par ce	1048
1113	que vos dites	que uous dictes	1049
1114|1115	que vos estes chevaliers errans|a Lors descent	que uous estes cheualier errant Lors descent	1050
1116	et vaslés saillent des autres paveillons	et uarletz saillent des autres paurillons	1051
1117	si le desarment	si le desarment	1052
1118|1119	et li aportent I|mantel de samit legier a afubler	et luy apportent ung legier mantel de samit a affubler pour le chaut	1053
1120	por le chaut		
1121	qui grans estoit a;	qui estoit grant	1054
1122	si le mainent el grant paveillon avec l autre chevalier	si le mainent ou grant paueillon luy|et le cheualier	1055|1056
1123|1124	Et lors parlerent ensamble|et s entracointierent	lors parlent ensembles ce sentracointent	1057
1125	et demanda li uns a l autre de son estre	et demandent lun|et lautre de son estre	1058|1059
1126	Li chevaliers enquiert a Lancelot	Si enquiert le cheualier a lancelot	1060
1127	dont il vient	dont il uient	1061
1128	et ou il vet	et ou il uait	1062
1129|1130	et quele aventure le maine|si sol	et quelle auanture le mainne seul	1063
1131	et il li conte une partie de son estre	et il luy en compte une partie	1064
1132	et autre l en çoile e;	et luy en cele l autre	1065
1133|1134	et totes voies li dist|que en la cort al roi Baudemagu voldroit estre	Et touteuoyes dist il qu en la court du roy bandemagu uoudroit il estre pour soy deffendre uers ung cheualier	1066
1135	por soi deffendre vers un chevalier		
1136|1137	qui l a apelé de traïson|En ce qu il parloient ensi orent li escuier mise la table	qui la apelle de traison Ainsi quilz parloient mistrent les escuiers la table	1067
1138	si vont laver;	si uont lauer	1068
1139	si s asiet Lancelos	puis sassiet lancelot	1069
1140	et li chevaliers	et le cheualier	1070
1141	et une damoisele	et une damoisele	1071
1142	qui molt ert bele	qui moult estoit belle	1072
1143	et estoit amie al seignor de laiens;	et estoit amyx au seigneur de leaus	1073
1144	si mengierent tuit troi ensamble	si mangerent tous troys ensemble	1074
1145	mes cele	Mais celle	1075
1146	qui Lancelot esgarde ne se puet saoler de lui veoir Kar tant li samble bials qu ele ne prisa onques mes bialté d ome envers cesti :	qui regarde lancelot ne se puet saouler de le ueoir|Car tant luy sembla beau	1076|1077
		que oncquez ne pasa beaute domme enuers ceste	1078
1147	si l esgarde	si le regarda	1079
1148	si viselment	si auiseement	1080
1149|1150	que tot en laisse le mengier n a autre chose n entent|fors a lui remirer	que tout en laisse le manger	1081
1151	Si ont li escuier osté le premier mes de sor la table c onques la damoisele n en tasta ains pensa totes voies	si ont les escuiers ouste le premier mies de dessus la table|que oncques la damoisele nen tasta	1082|1083
		ains peust tousiours	1084
1152|1153	Et en cel pensé li descent el cuer une|si grant amor qu ele aime Lancelot outre ce	et ce penser luy descent ou cuer tant quelle arme lancelot plus	1085
1154	que feme n ama mes home;	que femme nama iamais home	1086
1155	si li est avis	si luy est bien aduis	1087
1156	que s il l amoit qu'ele seroit beneuree	que selle lamoit elle seroit bieneuree	1088
1157	Mais ci endroit n em parole plus li contes lkar ça avant le devisera	Mais cy cy endroit pour deuiser une auanture|qui leur aduint ou paueillon endroit nen parle plus le comte	1089|1090
1158	et comment ele l ama merveillosement	car apres le uous deuisera bien comment elle lama merueilleusement	1091
1159	et comment ele le proia	et comment elle le pria	1092
1160	et la merveille	et la merueille	1093
1161	que ses amis en fist	que son amy en fist	1094
1162	quant il sot qu ele l amoit	quant il scet quelle lamoit	1095
1163	et comment cele morut	et comment cy endroit pour deuiser une aunture	1096
1164|1165	por ce qu il la refusa tot ce vos trespassera li contes ci endroit|por deviser une aventure qu il lor avint el paveillon ou il estoient	qui leur aduint ou paueillon elle mourut par ce quil la refusa	1097
1166	Ci dist li contes que	Tout ce uous trepassera le conte Cy dit listoire	1098
1167|1168	quant il orent le secont mes eu es vos un chevalier armé d unes armes vermeilles|qui vint corant par devant le paveillon o grant compaignie de chevaliers	qui quant ilz eurent le segond mes ung cheualier arme dunes armes uermeilles uint courant deuant le paueillen o grant compaignie de cheualiers	1099
1169	Et cil as armes vermeilles	Et cil es armes uermeilles	1100
1170	qui devant venoit entre el paveillon a	qui uenoit deuant entre ou paueillon	1101
1171	et voit		
1172|1173	I|escuier	et uoit ung escuier	1102
1174	qui servoit a la table	qui seruoit a la table	1103
1175	si estoit freres al chevalier de laiens	qui estoit frere au cheualier de leans	1104
1176	Et il cort maintenant cele part	si court maintenant celle part	1105
1177	si le prent par les espaules	et le prent par les espaules	1106
1178	et le lieve devant lui sor l arçon de la sele	et le lieue deuant luy sur larcon de la sele	1107
1179	si s en torne a tot	si sen tourne atant	1108
1180	Et quant cil del paveillon voit ce	Et quant cil du paueillon uoit ce	1109
1181	si crie a Lancelot Ha bials sire je sui mors se cil enporte ensi mon frere	si crie a lancelot|Haa beau sire ie suys mort sil emporte ainsi mon frere Car il loccira sil nest secouru	1110|1111
1182	kar il l ocirra s il n est secors:		
1183|1184	si vos pri|por Dieu	si uous pry pour dieu	1112
1185	que vos i metés paine	que uous mectez	1113
1186	Et Lancelos saut de la table	et ung escuier uient a luy|si luy dist	1114|1115
1187	et demande ses armes	Certes fait il|uoz armes	1116|1117
1188|1189	et I|escuiers vint avant	et demourra	1118
1190	si li dist Par foi sire vos armes	que ie ne les suyue|Lors uient hors du paueillon	1119|1120
1191	et vostre cheval enmainent il ! — Voire fet il	et les peine a le rauoir	1121
1192	par mon chief ja	et lancelot sault de la table|et demande ses armes uostre cheual emmainent ilz	1122|1123
1193	por ce ne remaindra	uoire fait il	1124
1194|1195	que je nes sieve|et li chevaliers o lui	Par mon chief pour ce ne cheualiers o luy	1125
1196	et il esgarde cels	et il regarde ceulx	1126
1197	qui s en vont	qui sen uont	1127
1198|1199	qui ja avoient passé l eve par J|pont de fust;	qui auoient ia passe leaue par ung pont de fust	1128
1200	et Lancelos demande al chevalier s il remaindra	Et lancelot demande au cheualier sil demourra	1129
1201	Sire fet il nenil ains vos ferai compaignie	sire fait il nennil|ains uous feray compaignie	1130|1131
1202	tant que nos aions trové	tant que nous ayons trouue	1132
1203	qui armes vos baut	qui nous preste armes	1133
1204	Lors acueillent lor voie tot a pié	Lors acceillent leur uoye tout a pie	1134
1205	et vienent au pont	et uiennent au pont	1135
1206	si passent outre	si passerent oultre	1136
1207|1208	et s adrecent a I|tertre par ou li chevalier s en vont;	et sadrecent au chemin par ou les cheualiers sen uont	1137
1209	si n ont gaires alé	si nont gueres alle	1138
1210|1211	quant il encontrent I|chevalier armé d unes armes noires	que ilz encontrent ung cheualier arme dunes armes noires	1139
1212|1213	qui venoit al pont par I|chemin de travers	qui uenoit au pont par ung chemin de trauers	1140
1214	Et quant il voit Lancelot	et quant il uoit lancelot	1141
1215|1216	si s areste|por ce	si se arreste par ce	1142
1217	que bien le conoissoit	que bien le cognoissoit	1143
1218	si li demande ou il vet ensi a pié tos desammés	si luy demande ou il ua ainsi a pie|et tout desarme	1144|1145
1219	Qui estes vos sire chevaliers fet Lancelos	Qui estes uous fait lancelot sur cheualier	1146
1220	qui me demandés ou je vois	qui me denandez ou ie uoys	1147
1221|1222	? — Je sui fet il I|chevaliers d estrange païs	Ie suys fait il ung cheualier estrange	1148
1223	mais molt me merveil de ce	mais moult me merueille de ce	1149
1224	que je vos voi ensi aler	que ie uous uoy ainsi aller	1150
1225	Et Lancelos li conte comment il estoit herbergiés	et lancelot luy comte comment il estoit herberge	1151
1226|1227	et comment I|chevaliers vint laiens ou il menjoit	et comment ung cheualier uint leans	1152
1228|1229	qui prist a force I|vaslet	qui print a force ung uarlet	1153
1230	et le mist sor le col de son cheval	et le mist sur le coul de son cheual	1154
1231	Et encore m a il plus meffet fet Lancelos	et encor ma il plus meffait	1155
1232	kar cil	Car ceulx	1156
1233	qui avec lui vindrent enporterent mes armes	qui uindrent auec luy emporterent mes armes	1157
1234	et enmenerent mon cheval a —	et emmenerent mon cheual	1158
1235	Quel guerredon fet cil porroie je atendre de vos se je	Quel guerdon pourroye ie actendre de uous	1159
1236	por vos me desarmoie	si ie pour uous me desarmoye	1160
1237	et vos bailloie mes armes	et uous balloye mes armes	1161
1238	et mon cheval	et mon cheual	1162
1239	? — Certes fet Lancelos tel com vos deviseriés	Certes fait lancelot tel comme uous deuiseriez Se uous me creancez	1163
1240	— Se vos fet il el premier lieu ou je vos troverai armé	que ou premier lieu|que ie uous trouueray arme par ainsi	1164|1165
1241	por que je soie desarmés me creantés a doner vos armes ¡e vos bailleroie les moies	que ie soye desarme|que uous me baillerez uoz armes ie uous bailleray les moyes	1166|1167
1242	— Certes fet Lancelos	Certes fait lancelot	1168
1243	si ferai je	si feray ie	1169
1244	por que vos ne me truisiés combatant	mais que uous ne me trouuez combatant	1170
1245	Et cil descent maintenant	Et il descent	1171
1246	si se desarme	si se desarme	1172
1247	et baille a Lancelot tot son hernois	et baille a lancelot tout son harnoys	1173
1248	et il s en appareille	et il sappareille	1174
1249	et monte en son cheval	et monte a cheual	1175
1250	puis dist a son oste qu il s en retort; Imes il dist	puis dist a son hoste quil sen retourne|mais il dit	1176|1177
1251	que non fera	que non fera	1178
1252	Si ferois fet Lancelos a lar je conoistrai bien les armes a celui	si ferez fait lancelot|car ie cognoistray bien les armes de ceulx	1179|1180
1253	que je vois querant en quelque lieu je les truisse	que ie uoys querant en quelque lieu|que ie les trouue	1181|1182
1254	Et cil dist		
1255	puis qu il velt s en retornera:	Et il dit quil retournera|puis quil le ueult	1183|1184
1256	si s en vet	si sen ua	1185
1257	et enmaine o lui le chevalier	et emmaine auec luy le cheualier	1186
1258	qui molt est liés de ce	qui est moult lie de ce	1187
1259	que Lancelos li doit I	que lancelot luy doit ung	1188
1260	guerredon	guerdon	1189
1261|1262	Et Lancelos aquelt son chemin aprés cels|que	Et lancelot preut son chemin apres ceulx quil suyt tant quil est uenu ou tertre en hault	1190
1263	? il sieut tant qu il est venus el tertre en haut		
1264|1265	et lors voit devant lui la forest|que l en apele la forest des Trois Perilx	Et lors uoit deuant luy la fourest quon appelle la fourest des troys perilz	1191
1266	et ce	Et pourͭ quoy elle fu	1192
1267	por quoi ele fu ensi apelee devisera bien li contes ça avant	ansi appellec uous deuisera bien le comte cy apres	1193
1268	Quant il fu amont el tertre	Quant il fu amont ou tertre	1194
1269	si esgarde devant lui	si regarde deuant luy	1195
1270|1271	mais il ne voit nul de cels|que il queroit	et il ne uoit nul de ceulx quil queroit	1196
1272	kar il s estoient ja ferus en la forest	car ilz sestoient ia feruz en la foueest	1197
1273|1274	Et totes voies sieut il les esclos des chevals|tant que il vient a l entree de la forest;	a touteuoyes suyt il les escloz Des cheuaux tant quil uient a lentree	1198
1275	et lors encontre une damoisele tote chenue	Et lors encontra une dame toute chenue	1199
1276	qui chevalchoit molt cointement	qui cheuauchoit moult cointement	1200
1277	et estoit tote deslie ses treces par ses espaules comme pucele	et estoit toute desliee les treces sur les espaules comme pucelle	1201
1278|1279	et avoit en son chief l|chapel de roses	et auoit en son chef ung chapel de soucique	1202
1280|1281	kar c estoit entor la Saint Johan|Il le salue	car cestoit entour la saint iehan Il la salue	1203
1282	et ele li dist	et elle luy dist	1204
1283|1284	que bone aventure li doinst Diex|Damoisele fet il me savriés vos a dire	que bonne auanture luy doint dieu damoisele fait il me scauriez uous a dire quelle part sen ua ung cheualier a unes armes uermeilles Certes fait elle ie le uous enseigneroye bien	1205
1285|1286	quel part uns chevaliers o unes armes vermeilles s en vet|? — En non Diex fet ele je le vos enseigneroie bien se je voloie	si ie uouloye	1206
1287	— Dites le moi fet il par covent	Dictez le moy fait il par conuent	1207
1288	que je soie vostre chevaliers el premier lieu ou vos me requerrois	que ie soye uostre cheualier ou premier lieu|que uous me requerrez	1208|1209
1289	— Se vos me creantés fet ele	Se uous me creancez fait elle	1210
1290|1291	que vos me sievrois de|quel hore	que uous me suyurez a quelque heure	1211
1292	que vos en semoigne je le vos enseignerai	que ie uous semondray|ie le uous enseigneray	1212|1213
1293	Et cil li creante	Et il luy creance	1214
1294	dont il se repenti	dont il se repenty	1215
1295	puis molt durement tel hore fu	puis moult fort	1216
1296	Or alés fet ele tot cest chemin	Se allez fait elle tout ce chenin	1217
1297|1298	si li mostre I|sentier estroit	si luy monstre ung sentier moult estroit	1218
1299	qui aloit al travers de la forest	qui aloit a trauers de la fourest	1219
1300	Si ne tornés fet ele de nule part	et luy dist quil ne tourne ca ne la	1220
1301	et quant vos avrois alé entor demie lieue	Et quent uous serez fait elle alle entour demye lieue	1221
1302|1303	si verrois delés I|vivier trois paveillons tendus	si uerrez de la ung mont quatre paueillons tenduz	1222
1304	La dedens troverois le chevalier	La dedans trouuerez le cheualier	1223
1305	que vos querés	que uous querez	1224
1306	que l en apele Arramant le Gros;	que len appelle arramant le grec	1225
1307|1308	si le conoistrois a ces enseignes qu il a en mi le front II|plaies	si le cognoistrez a ces enseignes quil a deux playes enmy le front	1226
1309	Or vos en poés aler	Se uous en pouez aller	1227
1310	mais que vos m aiés dit vostre nom	mais que uous mayez dit uostre nom	1228
1311	Et il se nome molt a envis	Et il se nomme a moult grant peine	1229
1312	et totes voies li dist qu il a non Lancelot del Lac	Et toutesuoyes luy dit il quil a nom lancelot du lac	1230
1313	Alez a Dieu fet ele	Et il sem part a tant	1231
1314	et s en vet tot le chemin qu ele li avoit enseigné	et sen uait tout le chemin quelle luy auoit enseigne	1232
1315|1316	si grant aleure com il plus puet del cheval traire|tant que il atainst les chevaliers	si grant aleure tant quil ataint les cheualiers qu il suyuoit	1233
1317	que il sievoit		
1318	Et cil lor i escrie	Et il leur escrie	1234
1319	si haut	si hault	1235
1320	que bien porent oîr	que bien le peurent ouyr	1236
1321	et maintenant li vient acorant li uns d eus l escu al col le lance el poing	Et adonc luy uient courant lun deulx lescu au coul la lance ou poing	1237
1322	et fu armés de totes armes	et fu arme de toutes armes	1238
1323	Et Lancelos le fiert	Et lancelot le fiert	1239
